gameid,clkTime,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocL,alt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocL,alt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocL,targetD1Diff,targetD2Diff,D1D2Diff,outcome,msgTime,role,contents,workerid_uniq,numOutcome,numRawWords,numRawChars,numCleanChars,numCleanWords,source
8366-0,1476474606141.0,9,far,target,102,78,50,3,2,distr1,233,39,50,2,3,distr2,167,29,50,1,1,68,29,40,True,1476474599747.0,speaker,green screen green,414.0,1.0,3,16,16.0,3.0,human
8366-0,1476474631884.0,10,far,target,61,36,50,1,2,distr2,235,17,50,2,1,distr1,29,26,50,3,3,23,49,31,True,1476474628840.0,speaker,Thanks lol ~ more greenish,414.0,1.0,2,12,8.0,1.0,human
8366-0,1476474663652.0,11,split,target,166,68,50,2,1,distr1,141,39,50,3,2,distr2,232,96,50,1,3,13,62,61,True,1476474644286.0,speaker,lighter blue,414.0,1.0,2,11,11.0,2.0,human
8366-0,1476474679267.0,12,close,target,86,1,50,3,2,distr1,236,11,50,1,1,distr2,23,8,50,2,3,14,7,16,True,1476474676842.0,speaker,more grayish,414.0,1.0,2,11,7.0,1.0,human
8366-0,1476474694299.0,13,split,target,148,18,50,2,3,distr1,196,27,50,1,2,distr2,267,37,50,3,1,19,40,25,True,1476474690045.0,speaker,green,414.0,1.0,1,5,5.0,1.0,human
8366-0,1476474706756.0,14,far,target,80,7,50,3,3,distr2,80,85,50,1,2,distr1,51,52,50,2,1,24,34,21,True,1476474700700.0,speaker,gray,414.0,1.0,1,4,4.0,1.0,human
8366-0,1476474716074.0,15,far,target,73,98,50,3,2,distr1,5,87,50,2,1,distr2,203,14,50,1,3,72,51,42,True,1476474712970.0,speaker,yellow,414.0,1.0,1,6,6.0,1.0,human
8366-0,1476474724779.0,16,far,target,337,82,50,3,2,distr2,295,81,50,2,1,distr1,90,73,50,1,3,86,23,100,True,1476474722218.0,speaker,pink,414.0,1.0,1,4,4.0,1.0,human
8366-0,1476474746290.0,17,close,target,77,65,50,1,3,distr2,109,82,50,3,1,distr1,93,36,50,2,2,13,11,17,True,1476474741270.0,speaker,yellowish green,414.0,1.0,2,14,14.0,2.0,human
8366-0,1476474757880.0,18,split,target,7,83,50,1,1,distr2,315,96,50,3,3,distr1,343,94,50,2,2,14,36,23,True,1476474755718.0,speaker,orange,414.0,1.0,1,6,6.0,1.0,human
8366-0,1476474769905.0,19,close,target,318,0,50,1,3,distr2,63,11,50,2,2,distr1,142,16,50,3,1,19,13,12,True,1476474766484.0,speaker,gray,414.0,1.0,1,4,4.0,1.0,human
8366-0,1476474780875.0,20,close,target,218,79,50,3,2,distr1,246,40,50,1,3,distr2,205,9,50,2,1,13,17,18,True,1476474778184.0,speaker,blue,414.0,1.0,1,4,4.0,1.0,human
8366-0,1476474795671.0,21,far,target,72,47,50,3,2,distr1,251,21,50,2,1,distr2,322,73,50,1,3,61,76,25,True,1476474787740.0,speaker,green,414.0,1.0,1,5,5.0,1.0,human
8366-0,1476474805538.0,22,close,target,282,7,50,1,1,distr2,242,23,50,2,3,distr1,293,21,50,3,2,13,16,13,True,1476474801021.0,speaker,gray,414.0,1.0,1,4,4.0,1.0,human
8366-0,1476474814897.0,23,far,target,289,13,50,1,2,distr1,57,60,50,2,3,distr2,343,78,50,3,1,55,25,63,True,1476474812608.0,speaker,purple,414.0,1.0,1,6,6.0,1.0,human
8366-0,1476474841184.0,24,close,target,73,70,50,1,3,distr2,97,89,50,3,1,distr1,80,90,50,2,2,7,12,7,True,1476474836278.0,speaker,middle colored green,414.0,1.0,3,18,18.0,3.0,human
8366-0,1476474851702.0,25,far,target,259,73,50,2,2,distr1,186,15,50,3,3,distr2,5,91,50,1,1,31,49,43,True,1476474849278.0,speaker,blue,414.0,1.0,1,4,4.0,1.0,human
8366-0,1476474872471.0,26,split,target,259,5,50,3,3,distr1,351,6,50,1,1,distr2,60,16,50,2,2,6,26,23,True,1476474868989.0,speaker,darker purple,414.0,1.0,2,12,12.0,2.0,human
8366-0,1476474889479.0,27,close,target,86,93,50,3,1,distr1,74,50,50,1,3,distr2,105,41,50,2,2,14,19,11,True,1476474881824.0,speaker,green scree ~ n,414.0,1.0,1,1,1.0,1.0,human
8366-0,1476474910615.0,28,close,target,279,21,50,3,3,distr1,310,54,50,1,1,distr2,289,44,50,2,2,14,11,7,True,1476474908090.0,speaker,grayish purple,414.0,1.0,2,13,13.0,2.0,human
8366-0,1476474935598.0,29,close,target,131,24,50,3,1,distr1,76,15,50,2,2,distr2,54,18,50,1,3,11,16,6,True,1476474931721.0,speaker,brightest green,414.0,1.0,2,14,14.0,2.0,human
8366-0,1476474945349.0,30,split,target,81,45,50,3,1,distr2,193,89,50,2,2,distr1,127,44,50,1,3,11,49,45,True,1476474943812.0,speaker,yellow ~ ish,414.0,1.0,1,3,3.0,1.0,human
8366-0,1476474957429.0,31,far,target,239,86,50,2,3,distr2,109,77,50,3,2,distr1,142,18,50,1,1,51,80,27,True,1476474951914.0,speaker,blue,414.0,1.0,1,4,4.0,1.0,human
8366-0,1476474975532.0,32,close,distr1,287,40,50,2,2,distr2,279,19,50,1,3,target,286,76,50,3,1,8,18,11,False,1476474970484.0,speaker,darker purple,414.0,0.0,2,12,12.0,2.0,human
8366-0,1476474992053.0,33,far,target,83,23,50,2,3,distr2,183,76,50,1,1,distr1,188,12,50,3,2,22,32,24,True,1476474986984.0,speaker,green ~ olive,414.0,1.0,1,5,5.0,1.0,human
8366-0,1476474999965.0,34,far,target,304,16,50,2,1,distr1,67,33,50,3,2,distr2,203,10,50,1,3,50,23,32,True,1476474997998.0,speaker,purple,414.0,1.0,1,6,6.0,1.0,human
8366-0,1476475008613.0,35,far,target,5,2,50,3,2,distr1,344,67,50,2,1,distr2,203,86,50,1,3,26,27,52,True,1476475006004.0,speaker,gray,414.0,1.0,1,4,4.0,1.0,human
8366-0,1476475017012.0,36,far,target,302,27,50,2,2,distr1,32,15,50,1,3,distr2,189,90,50,3,1,33,54,37,True,1476475014384.0,speaker,purple,414.0,1.0,1,6,6.0,1.0,human
8366-0,1476475103291.0,38,split,target,29,76,50,1,2,distr2,236,33,50,3,1,distr1,42,30,50,2,3,19,52,49,True,1476475101233.0,speaker,orange,414.0,1.0,1,6,6.0,1.0,human
8366-0,1476475122801.0,39,close,target,156,15,50,2,2,distr2,171,6,50,1,1,distr1,229,1,50,3,3,17,10,8,True,1476475120845.0,speaker,Thanks your doing great ~ greenish,414.0,1.0,1,8,8.0,1.0,human
8366-0,1476475135216.0,40,far,target,188,47,50,3,3,distr1,40,61,50,2,2,distr2,81,38,50,1,1,42,35,24,True,1476475128998.0,speaker,blue,414.0,1.0,1,4,4.0,1.0,human
8366-0,1476475154825.0,41,far,target,181,83,50,2,3,distr2,319,23,50,3,2,distr1,40,43,50,1,1,42,61,43,True,1476475141087.0,speaker,blue,414.0,1.0,1,4,4.0,1.0,human
8366-0,1476475166970.0,42,split,target,26,96,50,2,2,distr2,260,97,50,1,3,distr1,8,84,50,3,1,16,62,50,True,1476475164389.0,speaker,lighter orange,414.0,1.0,2,13,13.0,2.0,human
8366-0,1476475181328.0,43,split,target,164,60,50,3,3,distr1,185,46,50,2,1,distr2,312,16,50,1,2,18,49,45,True,1476475176234.0,speaker,greener blue,414.0,1.0,2,11,11.0,2.0,human
8366-0,1476475190481.0,44,split,target,207,1,50,1,1,distr1,85,15,50,3,2,distr2,208,72,50,2,3,18,23,43,True,1476475187040.0,speaker,gray,414.0,1.0,1,4,4.0,1.0,human
8366-0,1476475198976.0,45,split,target,133,0,50,3,3,distr2,160,60,50,1,2,distr1,237,16,50,2,1,17,31,42,True,1476475196179.0,speaker,gray,414.0,1.0,1,4,4.0,1.0,human
8366-0,1476475210744.0,46,far,target,5,56,50,2,1,distr2,130,72,50,1,2,distr1,192,54,50,3,3,60,76,44,True,1476475204855.0,speaker,red,414.0,1.0,1,3,3.0,1.0,human
8366-0,1476475228927.0,47,far,target,18,24,50,1,2,distr1,172,64,50,3,3,distr2,322,67,50,2,1,45,30,61,True,1476475219204.0,speaker,brownish,414.0,1.0,1,8,8.0,1.0,human
8366-0,1476475266327.0,48,close,target,257,88,50,2,1,distr1,225,87,50,1,2,distr2,281,92,50,3,3,10,12,17,True,1476475263182.0,speaker,purpleish blue,414.0,1.0,2,13,13.0,2.0,human
8366-0,1476475307478.0,49,close,target,305,47,50,3,1,distr2,315,67,50,1,3,distr1,298,93,50,2,2,11,5,11,True,1476475302470.0,speaker,darker purple,414.0,1.0,2,12,12.0,2.0,human
8366-0,1476475326549.0,50,split,distr1,115,21,50,3,3,distr2,255,82,50,2,1,target,46,29,50,1,2,18,66,56,False,1476475326287.0,speaker,olive green ~ browner,414.0,0.0,1,7,7.0,1.0,human
8994-b,1476471971466.0,1,split,target,204,71,50,1,2,distr1,217,25,50,2,1,distr2,30,46,50,3,3,14,45,38,True,1476471969276.0,speaker,the sky is this color,694.0,1.0,5,17,8.0,2.0,human
8994-b,1476472004018.0,2,close,target,159,22,50,3,3,distr1,104,17,50,1,2,distr2,152,1,50,2,1,10,19,19,True,1476471999199.0,speaker,ocean water that is beautiful is more like this color,694.0,1.0,10,44,28.0,5.0,human
8994-b,1476472091111.0,3,close,distr1,323,15,50,3,3,distr2,239,18,50,2,1,target,335,11,50,1,2,5,16,15,False,1476472085526.0,speaker,this is a matt color and is also a lovely fragrance ~ it is a little lighter than one close to it,694.0,0.0,10,34,21.0,4.0,human
8994-b,1476472152356.0,4,close,target,41,2,50,1,3,distr1,59,16,50,2,1,distr2,73,4,50,3,2,15,5,11,True,1476472148166.0,speaker,the sky looks this way during a storm ~ cement also resembles this solor ~ yes,694.0,1.0,1,3,3.0,1.0,human
8994-b,1476472173883.0,5,far,target,150,3,50,2,3,distr2,178,53,50,1,2,distr1,216,77,50,3,1,30,25,40,True,1476472170616.0,speaker,during a storm the sky is this color,694.0,1.0,8,29,13.0,3.0,human
8994-b,1476472190788.0,6,split,target,57,95,50,1,2,distr1,71,71,50,2,3,distr2,273,1,50,3,1,12,44,39,True,1476472189076.0,speaker,bright color of the sun,694.0,1.0,5,19,14.0,3.0,human
8994-b,1476472211850.0,7,close,target,41,82,50,1,2,distr2,29,64,50,3,1,distr1,36,27,50,2,3,19,16,14,True,1476472208841.0,speaker,dull color of the sun,694.0,1.0,5,17,12.0,3.0,human
8994-b,1476472263796.0,9,far,target,99,30,50,1,2,distr1,285,89,50,3,1,distr2,337,91,50,2,3,82,69,28,True,1476472262382.0,speaker,christmas tree color,694.0,1.0,3,18,18.0,3.0,human
8994-b,1476472329687.0,10,close,target,251,20,50,2,1,distr2,213,58,50,1,3,distr1,244,14,50,3,2,5,18,17,True,1476472325336.0,speaker,some call this williamsburg in home pain colors ~ paint ~ yes with more color in it,694.0,1.0,6,20,8.0,2.0,human
8994-b,1476472342608.0,11,split,target,155,3,50,2,3,distr1,166,20,50,1,2,distr2,139,61,50,3,1,15,31,23,True,1476472340786.0,speaker,stormy skies,694.0,1.0,2,11,11.0,2.0,human
8994-b,1476472373959.0,12,close,target,81,45,50,3,1,distr2,97,45,50,1,2,distr1,128,51,50,2,3,11,5,6,True,1476472369264.0,speaker,of the two similar colors this one is more dull,694.0,1.0,10,38,23.0,5.0,human
8994-b,1476472397983.0,13,close,distr2,258,92,50,1,1,target,230,90,50,3,3,distr1,221,83,50,2,2,10,6,15,False,1476472391684.0,speaker,darker of the 2 similar colors,694.0,0.0,5,24,19.0,3.0,human
8994-b,1476472449284.0,14,split,target,350,68,50,2,1,distr2,35,39,50,1,2,distr1,12,45,50,3,3,13,34,21,True,1476472447224.0,speaker,thats ok - this one is more like a baby girl color ~ brighter and darker,694.0,1.0,3,17,14.0,2.0,human
8994-b,1476472462323.0,15,far,target,344,29,50,1,3,distr1,18,70,50,2,1,distr2,241,54,50,3,2,26,31,52,True,1476472460304.0,speaker,lilacs are this color,694.0,1.0,4,18,11.0,2.0,human
8994-b,1476472503460.0,16,far,target,307,45,50,2,1,distr1,244,98,50,3,2,distr2,54,70,50,1,3,26,74,91,True,1476472499112.0,speaker,tcu cologe color - also barney is this color,694.0,1.0,8,35,29.0,6.0,human
8994-b,1476472536241.0,17,close,target,96,4,50,3,2,distr1,179,14,50,2,3,distr2,207,24,50,1,1,11,18,13,True,1476472532389.0,speaker,more like stormy sky color,694.0,1.0,5,22,18.0,4.0,human
8994-b,1476472562272.0,18,close,target,315,29,50,1,1,distr2,281,39,50,2,2,distr1,305,66,50,3,3,12,11,12,True,1476472558307.0,speaker,dull matt finish color of barney,694.0,1.0,6,27,25.0,5.0,human
8994-b,1476472572755.0,19,split,target,14,1,50,3,3,distr1,238,8,50,1,2,distr2,184,89,50,2,1,11,35,38,True,1476472569517.0,speaker,stormy skies,694.0,1.0,2,11,11.0,2.0,human
8994-b,1476472610992.0,20,far,target,202,44,50,2,2,distr1,187,99,50,3,1,distr2,121,4,50,1,3,24,22,32,True,1476472606477.0,speaker,great guess! ~ matt and often called williamsburg,694.0,1.0,5,30,27.0,4.0,human
8994-b,1476472621095.0,21,split,target,0,6,50,1,1,distr2,116,68,50,3,3,distr1,352,38,50,2,2,19,45,75,True,1476472619519.0,speaker,stormy skies,694.0,1.0,2,11,11.0,2.0,human
8994-b,1476472648116.0,22,split,distr1,101,5,50,2,3,target,123,2,50,1,2,distr2,78,74,50,3,1,5,36,33,False,1476472642797.0,speaker,lighter stormy skies,694.0,0.0,3,18,18.0,3.0,human
8994-b,1476472664075.0,23,far,target,221,4,50,1,3,distr1,51,65,50,3,2,distr2,12,73,50,2,1,38,31,43,True,1476472661925.0,speaker,my bad - sorry ~ stormy skies,694.0,1.0,2,11,11.0,2.0,human
8994-b,1476472679037.0,24,split,target,176,47,50,3,3,distr2,350,31,50,1,1,distr1,149,29,50,2,2,14,56,54,True,1476472676565.0,speaker,color of pool water,694.0,1.0,4,16,14.0,3.0,human
8994-b,1476472688874.0,25,far,target,10,10,50,1,1,distr1,343,90,50,3,3,distr2,185,93,50,2,2,24,42,87,True,1476472685657.0,speaker,stormy skies,694.0,1.0,2,11,11.0,2.0,human
8994-b,1476472695825.0,26,split,target,73,78,50,1,3,distr1,139,91,50,2,2,distr2,203,94,50,3,1,16,70,61,True,1476472694119.0,speaker,sun,694.0,1.0,1,3,3.0,1.0,human
8994-b,1476472740186.0,27,split,target,0,17,50,1,3,distr1,232,1,50,2,2,distr2,47,60,50,3,1,17,37,31,True,1476472737377.0,speaker,mot west point colors but the other one ~ not ~ are you familiar ~ lilac flowers,694.0,1.0,2,12,12.0,2.0,human
8994-b,1476472765045.0,28,split,target,241,95,50,1,1,distr1,234,67,50,2,3,distr2,324,81,50,3,2,7,33,33,True,1476472759122.0,speaker,bright pool water,694.0,1.0,3,15,15.0,3.0,human
8994-b,1476472773879.0,29,far,target,230,49,50,1,3,distr1,311,16,50,3,1,distr2,130,36,50,2,2,24,55,56,True,1476472771356.0,speaker,skies,694.0,1.0,1,5,5.0,1.0,human
8994-b,1476472781668.0,30,far,target,91,12,50,2,3,distr1,255,30,50,1,1,distr2,9,65,50,3,2,40,41,39,True,1476472781065.0,speaker,stormy skies,694.0,1.0,2,11,11.0,2.0,human
8994-b,1476472791411.0,31,split,distr2,146,31,50,3,1,target,273,82,50,2,2,distr1,290,23,50,1,3,19,53,42,False,1476472788212.0,speaker,barney,694.0,0.0,1,6,6.0,1.0,human
8994-b,1476472836307.0,32,close,target,134,57,50,1,1,distr2,102,34,50,3,2,distr1,95,69,50,2,3,10,10,14,True,1476472834150.0,speaker,thats ok - lol ~ more like grass color,694.0,1.0,4,18,14.0,3.0,human
8994-b,1476472853553.0,33,far,target,5,19,50,2,3,distr1,41,52,50,3,1,distr2,268,96,50,1,2,29,36,69,True,1476472851289.0,speaker,lilacs,694.0,1.0,1,6,6.0,1.0,human
8994-b,1476472863944.0,34,split,target,122,35,50,1,2,distr2,337,16,50,2,3,distr1,167,39,50,3,1,16,51,48,True,1476472859515.0,speaker,grass,694.0,1.0,1,5,5.0,1.0,human
8994-b,1476472879718.0,35,far,target,7,26,50,1,1,distr1,143,15,50,2,2,distr2,246,84,50,3,3,40,40,48,True,1476472876809.0,speaker,champagne,694.0,1.0,1,9,9.0,1.0,human
8994-b,1476472893818.0,36,close,target,294,20,50,2,2,distr1,270,49,50,1,1,distr2,281,73,50,3,3,16,18,7,True,1476472891679.0,speaker,most dull of the 3,694.0,1.0,4,13,4.0,1.0,human
8994-b,1476472908304.0,37,far,target,252,19,50,2,2,distr2,252,68,50,3,3,distr1,89,56,50,1,1,54,21,96,True,1476472905885.0,speaker,williamsburg,694.0,1.0,1,12,12.0,1.0,human
8994-b,1476472927179.0,38,split,target,91,73,50,2,3,distr2,277,25,50,1,1,distr1,105,88,50,3,2,6,78,82,True,1476472925072.0,speaker,not neon but matt color grass,694.0,1.0,6,24,18.0,4.0,human
8994-b,1476472934717.0,39,close,target,114,29,50,1,2,distr1,160,11,50,2,1,distr2,69,17,50,3,3,18,13,14,True,1476472932567.0,speaker,grass,694.0,1.0,1,5,5.0,1.0,human
8994-b,1476472943715.0,40,split,target,277,48,50,3,3,distr1,241,55,50,2,2,distr2,63,8,50,1,1,13,46,50,True,1476472942162.0,speaker,barney,694.0,1.0,1,6,6.0,1.0,human
8994-b,1476472982195.0,41,close,target,133,13,50,2,2,distr1,91,10,50,1,3,distr2,84,36,50,3,1,6,17,16,True,1476472975155.0,speaker,kind of like williamsburg with more grass,694.0,1.0,7,35,25.0,4.0,human
8994-b,1476472992558.0,42,split,target,289,12,50,3,3,distr1,301,32,50,2,2,distr2,203,45,50,1,1,13,30,36,True,1476472990652.0,speaker,lilacs,694.0,1.0,1,6,6.0,1.0,human
8994-b,1476472999495.0,43,far,target,91,96,50,2,2,distr1,337,15,50,1,3,distr2,212,20,50,3,1,64,55,25,True,1476472998157.0,speaker,neon,694.0,1.0,1,4,4.0,1.0,human
8994-b,1476473013971.0,44,far,target,333,74,50,1,3,distr2,138,52,50,2,2,distr1,187,50,50,3,1,65,85,31,True,1476473007937.0,speaker,baby girl,694.0,1.0,2,8,8.0,2.0,human
8994-b,1476473020383.0,45,far,target,202,60,50,1,3,distr1,14,97,50,2,1,distr2,89,53,50,3,2,53,55,64,True,1476473019275.0,speaker,sky,694.0,1.0,1,3,3.0,1.0,human
8994-b,1476473028525.0,46,close,target,295,88,50,3,2,distr2,196,10,50,1,1,distr1,273,68,50,2,3,15,15,19,True,1476473027632.0,speaker,baby girl,694.0,1.0,2,8,8.0,2.0,human
8994-b,1476473052025.0,47,close,target,144,60,50,3,2,distr1,162,95,50,1,3,distr2,147,86,50,2,1,12,8,9,True,1476473045600.0,speaker,seafoam darker,694.0,1.0,2,13,13.0,2.0,human
8994-b,1476473062376.0,48,far,target,123,82,50,1,3,distr1,210,53,50,2,1,distr2,174,70,50,3,2,62,27,37,True,1476473058067.0,speaker,grass,694.0,1.0,1,5,5.0,1.0,human
8994-b,1476473068695.0,49,far,target,205,77,50,3,2,distr2,87,47,50,2,1,distr1,70,4,50,1,3,31,59,26,True,1476473067620.0,speaker,sky,694.0,1.0,1,3,3.0,1.0,human
8994-b,1476473075924.0,50,close,target,275,69,50,1,1,distr2,313,32,50,3,3,distr1,323,59,50,2,2,19,18,8,True,1476473074392.0,speaker,barney,694.0,1.0,1,6,6.0,1.0,human
6661-0,1476474707236.0,1,split,target,313,18,50,1,2,distr2,272,60,50,3,3,distr1,323,5,50,2,1,13,21,29,True,1476474703338.0,speaker,Not bright purple and not grey,319.0,1.0,6,25,16.0,3.0,human
6661-0,1476474715506.0,2,far,target,30,67,50,1,3,distr2,74,89,50,2,2,distr1,154,81,50,3,1,53,44,22,True,1476474713535.0,speaker,orange',319.0,1.0,1,7,7.0,1.0,human
6661-0,1476474730187.0,3,far,target,63,20,50,1,2,distr2,184,61,50,2,1,distr1,226,72,50,3,3,61,31,44,True,1476474727064.0,speaker,Hello By the way :) ~ Grey,319.0,1.0,1,4,4.0,1.0,human
6661-0,1476474743302.0,4,far,target,148,86,50,1,3,distr2,185,68,50,3,1,distr1,242,57,50,2,2,72,32,52,True,1476474740831.0,speaker,green,319.0,1.0,1,5,5.0,1.0,human
6661-0,1476474768224.0,5,far,target,288,69,50,2,1,distr1,90,80,50,1,2,distr2,278,12,50,3,3,100,21,64,True,1476474766417.0,speaker,purple ~ bright,319.0,1.0,1,6,6.0,1.0,human
6661-0,1476474776448.0,6,far,target,112,73,50,3,1,distr2,249,38,50,2,3,distr1,202,87,50,1,2,62,67,33,True,1476474774538.0,speaker,green,319.0,1.0,1,5,5.0,1.0,human
6661-0,1476474790067.0,7,split,target,318,25,50,3,1,distr1,303,44,50,2,2,distr2,357,64,50,1,3,10,25,30,True,1476474786929.0,speaker,grey,319.0,1.0,1,4,4.0,1.0,human
6661-0,1476474809672.0,8,far,target,226,18,50,3,2,distr2,270,87,50,1,3,distr1,86,13,50,2,1,31,24,62,True,1476474807074.0,speaker,grey with a blue tint,319.0,1.0,5,17,12.0,3.0,human
6661-0,1476474825152.0,9,close,target,283,13,50,1,2,distr1,284,41,50,2,3,distr2,249,12,50,3,1,15,7,18,True,1476474821819.0,speaker,grey with a pink tint,319.0,1.0,5,17,12.0,3.0,human
6661-0,1476474834322.0,10,split,target,25,9,50,1,3,distr2,261,37,50,2,1,distr1,28,38,50,3,2,15,33,45,True,1476474832608.0,speaker,grey,319.0,1.0,1,4,4.0,1.0,human
6661-0,1476474843561.0,11,close,target,230,79,50,3,1,distr1,233,42,50,2,2,distr2,218,28,50,1,3,9,18,11,True,1476474841304.0,speaker,bright blue',319.0,1.0,2,11,11.0,2.0,human
6661-0,1476474875563.0,12,close,target,277,89,50,2,1,distr1,293,63,50,1,3,distr2,249,50,50,3,2,9,13,19,True,1476474872254.0,speaker,dark purple ~ not blue and not pink,319.0,1.0,5,17,8.0,2.0,human
6661-0,1476474884597.0,13,far,target,47,99,50,3,1,distr1,314,43,50,1,3,distr2,122,30,50,2,2,69,36,73,True,1476474882639.0,speaker,orange,319.0,1.0,1,6,6.0,1.0,human
6661-0,1476474898410.0,14,split,target,47,21,50,3,1,distr2,320,23,50,2,3,distr1,41,45,50,1,2,10,38,44,True,1476474896094.0,speaker,grey?,319.0,1.0,1,4,4.0,1.0,human
6661-0,1476474912850.0,15,split,target,103,73,50,2,3,distr2,188,51,50,1,2,distr1,160,86,50,3,1,16,41,30,True,1476474909490.0,speaker,green,319.0,1.0,1,5,5.0,1.0,human
6661-0,1476474972119.0,16,split,target,21,30,50,1,1,distr2,243,95,50,2,2,distr1,15,37,50,3,3,6,48,46,True,1476474969853.0,speaker,not blue and not pink ~ its got that white tint to it ~ I would say lighter,319.0,1.0,4,16,10.0,2.0,human
6661-0,1476474990634.0,17,close,target,151,40,50,3,2,distr2,113,72,50,2,3,distr1,92,63,50,1,1,19,19,5,True,1476474988632.0,speaker,blue looking,319.0,1.0,2,11,11.0,2.0,human
6661-0,1476475005560.0,18,close,distr2,41,10,50,3,1,distr1,195,17,50,2,3,target,257,1,50,1,2,14,10,19,False,1476475003223.0,speaker,grey ~ with white tint?,319.0,0.0,3,13,9.0,2.0,human
6661-0,1476475016309.0,19,split,target,79,74,50,3,3,distr2,326,44,50,1,1,distr1,95,72,50,2,2,6,80,84,True,1476475014086.0,speaker,yellow,319.0,1.0,1,6,6.0,1.0,human
6661-0,1476475043349.0,20,far,target,167,35,50,1,1,distr1,196,79,50,2,2,distr2,84,68,50,3,3,25,28,56,True,1476475033215.0,speaker,not bright blue and not green,319.0,1.0,6,24,15.0,3.0,human
6661-0,1476475052318.0,21,split,target,309,60,50,3,1,distr2,358,96,50,2,2,distr1,273,15,50,1,3,19,37,36,True,1476475050302.0,speaker,pink,319.0,1.0,1,4,4.0,1.0,human
6661-0,1476475063612.0,22,split,target,347,84,50,3,1,distr2,136,32,50,1,2,distr1,335,46,50,2,3,17,70,68,True,1476475062077.0,speaker,bright pink,319.0,1.0,2,10,10.0,2.0,human
6661-0,1476475080144.0,23,split,target,167,30,50,1,2,distr1,136,40,50,3,1,distr2,327,39,50,2,3,15,45,71,True,1476475078136.0,speaker,more blue,319.0,1.0,2,8,4.0,1.0,human
6661-0,1476475118590.0,24,split,target,201,14,50,2,1,distr1,354,2,50,1,2,distr2,253,87,50,3,3,12,24,37,True,1476475115349.0,speaker,not grey with a pinkish tint the other grey,319.0,1.0,9,35,19.0,4.0,human
6661-0,1476475147387.0,25,split,target,250,79,50,2,1,distr2,343,25,50,1,2,distr1,226,53,50,3,3,16,33,30,True,1476475143261.0,speaker,not dull blue but the other blue,319.0,1.0,7,26,12.0,3.0,human
6661-0,1476475162737.0,26,split,target,168,37,50,2,2,distr2,240,45,50,3,1,distr1,141,43,50,1,3,14,48,58,True,1476475159809.0,speaker,lighter green,319.0,1.0,2,12,12.0,2.0,human
6661-0,1476475174738.0,27,close,target,115,32,50,1,2,distr2,162,23,50,2,3,distr1,161,48,50,3,1,13,16,11,True,1476475170943.0,speaker,green,319.0,1.0,1,5,5.0,1.0,human
6661-0,1476475183829.0,28,far,target,8,35,50,3,3,distr1,167,17,50,1,2,distr2,226,77,50,2,1,41,40,40,True,1476475181937.0,speaker,pink,319.0,1.0,1,4,4.0,1.0,human
6661-0,1476475216765.0,29,close,target,203,15,50,2,1,distr1,66,3,50,1,2,distr2,189,30,50,3,3,13,12,18,True,1476475211827.0,speaker,not grey with a pink-ish tint but the other grey,319.0,1.0,10,38,19.0,5.0,human
6661-0,1476475232716.0,30,far,target,165,45,50,2,2,distr1,195,93,50,3,3,distr2,53,99,50,1,1,28,38,60,True,1476475229400.0,speaker,you get me! ~ Dull blue,319.0,1.0,2,8,8.0,2.0,human
6661-0,1476475240496.0,31,far,target,199,99,50,1,1,distr2,78,57,50,3,3,distr1,315,76,50,2,2,57,62,85,True,1476475238187.0,speaker,blue,319.0,1.0,1,4,4.0,1.0,human
6661-0,1476475248513.0,32,far,target,63,65,50,1,3,distr1,154,69,50,2,2,distr2,106,15,50,3,1,26,27,21,True,1476475246720.0,speaker,orange,319.0,1.0,1,6,6.0,1.0,human
6661-0,1476475256750.0,33,far,target,2,67,50,1,1,distr1,125,49,50,3,2,distr2,324,71,50,2,3,73,27,88,True,1476475254897.0,speaker,red,319.0,1.0,1,3,3.0,1.0,human
6661-0,1476475267647.0,34,far,target,119,35,50,1,3,distr1,294,24,50,3,2,distr2,175,69,50,2,1,68,24,52,True,1476475265813.0,speaker,green,319.0,1.0,1,5,5.0,1.0,human
6661-0,1476475292545.0,35,close,target,94,22,50,2,1,distr1,162,54,50,3,2,distr2,133,26,50,1,3,17,7,12,True,1476475290775.0,speaker,grey? ~ greyer,319.0,1.0,1,6,6.0,1.0,human
6661-0,1476475304374.0,36,close,distr2,311,20,50,3,1,distr1,287,57,50,2,3,target,296,47,50,1,2,5,13,16,False,1476475301304.0,speaker,pink,319.0,0.0,1,4,4.0,1.0,human
6661-0,1476475315054.0,37,split,target,343,44,50,2,3,distr2,214,32,50,3,2,distr1,344,87,50,1,1,13,36,43,True,1476475312567.0,speaker,dull pink,319.0,1.0,2,8,8.0,2.0,human
6661-0,1476475331542.0,38,split,target,300,24,50,3,1,distr1,270,22,50,1,2,distr2,96,20,50,2,3,8,54,51,True,1476475328235.0,speaker,pink-ish purple,319.0,1.0,2,13,13.0,3.0,human
6661-0,1476475351885.0,39,close,target,332,22,50,3,3,distr2,277,29,50,2,2,distr1,321,47,50,1,1,11,14,13,True,1476475345413.0,speaker,not pink and not purple,319.0,1.0,5,19,10.0,2.0,human
